address,expression,operation,bitwidth,numConstantOperands,firstOperandConst,secondOperandConst,numPowerOfTwoOperands,firstOperandPowerOfTwo,secondOperandPowerOfTwo,numIdentityOperands,firstOperandIdentity,secondOperandIdentity,numZeroElementOperands,firstOperandZeroElem,secondOperandZeroElem,numPossibleFirstOperand,numPossibleSecondOperand,serializedFirstOperandFormula,serializedSecondOperandFormula
0x400247,"Shl64(t3,t6)",Iop_Shl64,64,2,<BV64 0x3>,<BV8 4>,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t29)",Iop_Shl64,64,2,<BV64 0x3>,<BV8 3>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024b,"Add64(t10,t9)",Iop_Add64,64,2,<BV64 0x30>,<BV64 0x7fffffffffefc10>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024e,"Sub64(t11,t12)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc40>,<BV64 0xb0>,0,False,False,0,False,False,0,False,False,None,None,,
0x40025b,"Add64(t38,0x0000000000000008)",Iop_Add64,64,2,<BV64 0x7fffffffffefb90>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x400263,"Add32(t18,t17)",Iop_Add32,32,2,<BV32 0x3>,<BV32 0x1>,0,False,False,0,False,False,0,False,False,None,None,,
0x40026a,"Sub32(t22,t21)",Iop_Sub32,32,2,<BV32 0x4>,<BV32 0x9>,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t6)",Iop_Shl64,64,2,<BV64 0x4>,<BV8 4>,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t29)",Iop_Shl64,64,2,<BV64 0x4>,<BV8 3>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024b,"Add64(t10,t9)",Iop_Add64,64,2,<BV64 0x40>,<BV64 0x7fffffffffefc10>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024e,"Sub64(t11,t12)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc50>,<BV64 0xb0>,0,False,False,0,False,False,0,False,False,None,None,,
0x40025b,"Add64(t38,0x0000000000000008)",Iop_Add64,64,2,<BV64 0x7fffffffffefba0>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x400263,"Add32(t18,t17)",Iop_Add32,32,2,<BV32 0x4>,<BV32 0x1>,0,False,False,0,False,False,0,False,False,None,None,,
0x40026a,"Sub32(t22,t21)",Iop_Sub32,32,2,<BV32 0x5>,<BV32 0x9>,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t6)",Iop_Shl64,64,2,<BV64 0x5>,<BV8 4>,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t29)",Iop_Shl64,64,2,<BV64 0x5>,<BV8 3>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024b,"Add64(t10,t9)",Iop_Add64,64,2,<BV64 0x50>,<BV64 0x7fffffffffefc10>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024e,"Sub64(t11,t12)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc60>,<BV64 0xb0>,0,False,False,0,False,False,0,False,False,None,None,,
0x40025b,"Add64(t38,0x0000000000000008)",Iop_Add64,64,2,<BV64 0x7fffffffffefbb0>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x400263,"Add32(t18,t17)",Iop_Add32,32,2,<BV32 0x5>,<BV32 0x1>,0,False,False,0,False,False,0,False,False,None,None,,
0x40026a,"Sub32(t22,t21)",Iop_Sub32,32,2,<BV32 0x6>,<BV32 0x9>,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t6)",Iop_Shl64,64,2,<BV64 0x6>,<BV8 4>,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t29)",Iop_Shl64,64,2,<BV64 0x6>,<BV8 3>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024b,"Add64(t10,t9)",Iop_Add64,64,2,<BV64 0x60>,<BV64 0x7fffffffffefc10>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024e,"Sub64(t11,t12)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc70>,<BV64 0xb0>,0,False,False,0,False,False,0,False,False,None,None,,
0x40025b,"Add64(t38,0x0000000000000008)",Iop_Add64,64,2,<BV64 0x7fffffffffefbc0>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x400263,"Add32(t18,t17)",Iop_Add32,32,2,<BV32 0x6>,<BV32 0x1>,0,False,False,0,False,False,0,False,False,None,None,,
0x40026a,"Sub32(t22,t21)",Iop_Sub32,32,2,<BV32 0x7>,<BV32 0x9>,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t6)",Iop_Shl64,64,2,<BV64 0x7>,<BV8 4>,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t29)",Iop_Shl64,64,2,<BV64 0x7>,<BV8 3>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024b,"Add64(t10,t9)",Iop_Add64,64,2,<BV64 0x70>,<BV64 0x7fffffffffefc10>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024e,"Sub64(t11,t12)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc80>,<BV64 0xb0>,0,False,False,0,False,False,0,False,False,None,None,,
0x40025b,"Add64(t38,0x0000000000000008)",Iop_Add64,64,2,<BV64 0x7fffffffffefbd0>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x400263,"Add32(t18,t17)",Iop_Add32,32,2,<BV32 0x7>,<BV32 0x1>,0,False,False,0,False,False,0,False,False,None,None,,
0x40026a,"Sub32(t22,t21)",Iop_Sub32,32,2,<BV32 0x8>,<BV32 0x9>,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t6)",Iop_Shl64,64,2,<BV64 0x8>,<BV8 4>,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t29)",Iop_Shl64,64,2,<BV64 0x8>,<BV8 3>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024b,"Add64(t10,t9)",Iop_Add64,64,2,<BV64 0x80>,<BV64 0x7fffffffffefc10>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024e,"Sub64(t11,t12)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc90>,<BV64 0xb0>,0,False,False,0,False,False,0,False,False,None,None,,
0x40025b,"Add64(t38,0x0000000000000008)",Iop_Add64,64,2,<BV64 0x7fffffffffefbe0>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x400263,"Add32(t18,t17)",Iop_Add32,32,2,<BV32 0x8>,<BV32 0x1>,0,False,False,0,False,False,0,False,False,None,None,,
0x40026a,"Sub32(t22,t21)",Iop_Sub32,32,2,<BV32 0x9>,<BV32 0x9>,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t6)",Iop_Shl64,64,2,<BV64 0x9>,<BV8 4>,0,False,False,0,False,False,0,False,False,None,None,,
0x400247,"Shl64(t3,t29)",Iop_Shl64,64,2,<BV64 0x9>,<BV8 3>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024b,"Add64(t10,t9)",Iop_Add64,64,2,<BV64 0x90>,<BV64 0x7fffffffffefc10>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024e,"Sub64(t11,t12)",Iop_Sub64,64,2,<BV64 0x7fffffffffefca0>,<BV64 0xb0>,0,False,False,0,False,False,0,False,False,None,None,,
0x40025b,"Add64(t38,0x0000000000000008)",Iop_Add64,64,2,<BV64 0x7fffffffffefbf0>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x400263,"Add32(t18,t17)",Iop_Add32,32,2,<BV32 0x9>,<BV32 0x1>,0,False,False,0,False,False,0,False,False,None,None,,
0x40026a,"Sub32(t22,t21)",Iop_Sub32,32,2,<BV32 0xa>,<BV32 0x9>,0,False,False,0,False,False,0,False,False,None,None,,
0x400273,"Add64(t7,0xffffffffffffff50)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551440,0,False,False,0,False,False,0,False,False,None,None,,
0x40027a,"Add64(t9,0xffffffffffffff28)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551400,0,False,False,0,False,False,0,False,False,None,None,,
0x400281,"Add64(t12,0xffffffffffffff30)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551408,0,False,False,0,False,False,0,False,False,None,None,,
0x400288,"Add64(t15,0xffffffffffffff38)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551416,0,False,False,0,False,False,0,False,False,None,None,,
0x400292,"Sub64(t19,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefb30>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x400292,"Sub64(t4,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefb28>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x400298,"Add64(t6,0xfffffffffffffff8)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551608,0,False,False,0,False,False,0,False,False,None,None,,
0x40029c,"Add64(0x0000000000000028,t9)",Iop_Add64,64,2,40,<BV64 0x710000>,0,False,False,0,False,False,0,False,False,None,None,,
0x40029c,"Xor64(t3,t2)",Iop_Xor64,64,2,<BV64 0x5f43414e41525900>,<BV64 0x5f43414e41525900>,0,False,False,0,False,False,0,False,False,None,None,,
0x4002ac,"Add64(t0,0x0000000000000008)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x4002ad,"Add64(t2,0x0000000000000008)",Iop_Add64,64,2,<BV64 0x7fffffffffefc18>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x4002ad,"Sub64(t4,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc20>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x40161f,"Add64(t5,0xfffffffffffffe58)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551192,0,False,False,0,False,False,0,False,False,None,None,,
0x401626,"Add64(t8,0xfffffffffffffe30)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551152,0,False,False,0,False,False,0,False,False,None,None,,
0x401638,"Sub64(t14,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc20>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x401638,"Sub64(t2,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc18>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x40163d,"Add64(t5,0xfffffffffffffe68)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551208,0,False,False,0,False,False,0,False,False,None,None,,
0x401644,"Add64(t8,0xfffffffffffffe38)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551160,0,False,False,0,False,False,0,False,False,None,None,,
0x401656,"Sub64(t14,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc20>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x401656,"Sub64(t2,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc18>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x40165b,"Add64(t5,0xfffffffffffffe50)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551184,0,False,False,0,False,False,0,False,False,None,None,,
0x401662,"Add64(t8,0xfffffffffffffe30)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551152,0,False,False,0,False,False,0,False,False,None,None,,
0x40166f,"Sub64(t13,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc20>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x40166f,"Sub64(t2,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc18>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x40017f,"Sub64(t13,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc18>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x400183,"Sub64(t4,t3)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc10>,<BV64 0x10>,0,False,False,0,False,False,0,False,False,None,None,,
0x400187,"Add64(t16,0xfffffffffffffff8)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551608,0,False,False,0,False,False,0,False,False,None,None,,
0x40018b,"Add64(t19,0xfffffffffffffff0)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551600,0,False,False,0,False,False,0,False,False,None,None,,
0x40018f,"Add64(t22,0xfffffffffffffff0)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551600,0,False,False,0,False,False,0,False,False,None,None,,
0x400193,"Add64(t25,0xfffffffffffffff8)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551608,0,False,False,0,False,False,0,False,False,None,None,,
0x400197,"Add64(t28,0xfffffffffffffff8)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551608,0,False,False,0,False,False,0,False,False,None,None,,
0x4001a1,"Sub64(t33,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc00>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x4001a1,"Sub64(t10,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefbf8>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x4001a7,"Add64(t0,0x0000000000000008)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x4001a8,"Add64(t2,0x0000000000000008)",Iop_Add64,64,2,<BV64 0x7fffffffffefc18>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x4001a8,"Sub64(t4,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc20>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x401674,"Add64(t5,0xfffffffffffffe60)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551200,0,False,False,0,False,False,0,False,False,None,None,,
0x40167b,"Add64(t8,0xfffffffffffffe38)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551160,0,False,False,0,False,False,0,False,False,None,None,,
0x401688,"Sub64(t13,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc20>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x401688,"Sub64(t2,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc18>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x40168d,"Add64(t6,0xfffffffffffffe38)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551160,0,False,False,0,False,False,0,False,False,None,None,,
0x401694,"Add64(t9,0xfffffffffffffe30)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551152,0,False,False,0,False,False,0,False,False,None,None,,
0x40169b,"Add64(t12,0xfffffffffffffe48)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551176,0,False,False,0,False,False,0,False,False,None,None,,
0x4016a8,"Sub64(t17,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc20>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x4016a8,"Sub64(t3,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc18>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x4016ad,"Add64(t52,0xffffffffffffff00)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551360,0,False,False,0,False,False,0,False,False,None,None,,
0x4016b4,"Add64(t54,0xfffffffffffffe70)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551216,0,False,False,0,False,False,0,False,False,None,None,,
0x4016bb,"Add64(t57,0xffffffffffffff00)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551360,0,False,False,0,False,False,0,False,False,None,None,,
0x4016c2,"Add64(t5,t4)",Iop_Add64,64,2,<BV64 0x7fffffffffefd10>,<BV64 0x28>,0,False,False,0,False,False,0,False,False,None,None,,
0x4016c6,"Add64(t59,0xfffffffffffffe78)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551224,0,False,False,0,False,False,0,False,False,None,None,,
0x4016cd,"Add64(t62,0xffffffffffffff00)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551360,0,False,False,0,False,False,0,False,False,None,None,,
0x4016d4,"Add64(t10,t9)",Iop_Add64,64,2,<BV64 0x7fffffffffefd10>,<BV64 0x50>,0,False,False,0,False,False,0,False,False,None,None,,
0x4016d8,"Add64(t64,0xfffffffffffffe80)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551232,0,False,False,0,False,False,0,False,False,None,None,,
0x4016df,"Add64(t67,0xffffffffffffff00)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551360,0,False,False,0,False,False,0,False,False,None,None,,
0x4016e6,"Add64(t15,t14)",Iop_Add64,64,2,<BV64 0x7fffffffffefd10>,<BV64 0x78>,0,False,False,0,False,False,0,False,False,None,None,,
0x4016ea,"Add64(t69,0xfffffffffffffe88)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551240,0,False,False,0,False,False,0,False,False,None,None,,
0x4016f1,"Add64(t72,0xffffffffffffff00)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551360,0,False,False,0,False,False,0,False,False,None,None,,
0x4016f8,"Add64(t18,t19)",Iop_Add64,64,2,<BV64 0x7fffffffffefd10>,<BV64 0xa0>,0,False,False,0,False,False,0,False,False,None,None,,
0x4016fe,"Add64(t74,0xfffffffffffffe90)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551248,0,False,False,0,False,False,0,False,False,None,None,,
0x401705,"Add64(t77,0xffffffffffffff00)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551360,0,False,False,0,False,False,0,False,False,None,None,,
0x40170c,"Add64(t23,t24)",Iop_Add64,64,2,<BV64 0x7fffffffffefd10>,<BV64 0xc8>,0,False,False,0,False,False,0,False,False,None,None,,
0x401712,"Add64(t79,0xfffffffffffffe98)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551256,0,False,False,0,False,False,0,False,False,None,None,,
0x401719,"Add64(t82,0xfffffffffffffe20)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551136,0,False,False,0,False,False,0,False,False,None,None,,
0x401720,"Add64(t30,t29)",Iop_Add64,64,2,<BV64 0x7fffffffffeff60>,<BV64 0x50>,0,False,False,0,False,False,0,False,False,None,None,,
0x401724,"Add64(t85,0xfffffffffffffea0)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551264,0,False,False,0,False,False,0,False,False,None,None,,
0x40172b,"Add64(t88,0xfffffffffffffe20)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551136,0,False,False,0,False,False,0,False,False,None,None,,
0x401732,"Add64(t35,t34)",Iop_Add64,64,2,<BV64 0x7fffffffffeff60>,<BV64 0x78>,0,False,False,0,False,False,0,False,False,None,None,,
0x401736,"Add64(t91,0xfffffffffffffea8)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551272,0,False,False,0,False,False,0,False,False,None,None,,
0x40173d,"Add64(t94,0xfffffffffffffe18)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551128,0,False,False,0,False,False,0,False,False,None,None,,
0x401744,"Add64(t40,t39)",Iop_Add64,64,2,<BV64 0x7fffffffffefec0>,<BV64 0x50>,0,False,False,0,False,False,0,False,False,None,None,,
0x401748,"Add64(t97,0xfffffffffffffeb0)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551280,0,False,False,0,False,False,0,False,False,None,None,,
0x40174f,"Add64(t100,0xfffffffffffffe18)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551128,0,False,False,0,False,False,0,False,False,None,None,,
0x401756,"Add64(t45,t44)",Iop_Add64,64,2,<BV64 0x7fffffffffefec0>,<BV64 0x78>,0,False,False,0,False,False,0,False,False,None,None,,
0x40175a,"Add64(t103,0xfffffffffffffeb8)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551288,0,False,False,0,False,False,0,False,False,None,None,,
0x401761,"Add64(t106,0xfffffffffffffea8)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551272,0,False,False,0,False,False,0,False,False,None,None,,
0x401768,"Add64(t109,0xfffffffffffffe70)",Iop_Add64,64,2,<BV64 0x7fffffffffefe10>,18446744073709551216,0,False,False,0,False,False,0,False,False,None,None,,
0x401775,"Sub64(t114,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc20>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x401775,"Sub64(t49,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc18>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x40043d,"Sub64(t28,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc18>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x400441,"Sub64(t4,t3)",Iop_Sub64,64,2,<BV64 0x7fffffffffefc10>,<BV64 0x40>,0,False,False,0,False,False,0,False,False,None,None,,
0x400445,"Add64(t31,0xffffffffffffffc8)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551560,0,False,False,0,False,False,0,False,False,None,None,,
0x400449,"Add64(t34,0xffffffffffffffc0)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551552,0,False,False,0,False,False,0,False,False,None,None,,
0x40044d,"Add64(0x0000000000000028,t37)",Iop_Add64,64,2,40,<BV64 0x710000>,0,False,False,0,False,False,0,False,False,None,None,,
0x400456,"Add64(t40,0xfffffffffffffff8)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551608,0,False,False,0,False,False,0,False,False,None,None,,
0x40045a,"Xor32(t11,t10)",Iop_Xor32,32,2,<BV32 0x0>,<BV32 0x0>,0,False,False,2,True,True,0,False,False,None,None,,
0x40045c,"Add64(t50,0xffffffffffffffd0)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551568,0,False,False,0,False,False,0,False,False,None,None,,
0x400464,"Add64(t52,0xffffffffffffffd8)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551576,0,False,False,0,False,False,0,False,False,None,None,,
0x40046c,"Add64(t54,0xffffffffffffffe0)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551584,0,False,False,0,False,False,0,False,False,None,None,,
0x400474,"Add64(t56,0xffffffffffffffe8)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551592,0,False,False,0,False,False,0,False,False,None,None,,
0x40047c,"Add64(t58,0xfffffffffffffff0)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551600,0,False,False,0,False,False,0,False,False,None,None,,
0x40048e,"Add64(t60,0xffffffffffffffd0)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551568,0,False,False,0,False,False,0,False,False,None,None,,
0x40049c,"Add64(t63,0xffffffffffffffd8)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551576,0,False,False,0,False,False,0,False,False,None,None,,
0x4004aa,"Add64(t66,0xffffffffffffffe0)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551584,0,False,False,0,False,False,0,False,False,None,None,,
0x4004b8,"Add64(t69,0xffffffffffffffe8)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551592,0,False,False,0,False,False,0,False,False,None,None,,
0x4004c6,"Add64(t72,0xfffffffffffffff0)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551600,0,False,False,0,False,False,0,False,False,None,None,,
0x4004ca,"Add64(t75,0xffffffffffffffc0)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551552,0,False,False,0,False,False,0,False,False,None,None,,
0x4004ce,"Add64(t78,0xffffffffffffffd0)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551568,0,False,False,0,False,False,0,False,False,None,None,,
0x4004d2,"Add64(t80,0xffffffffffffffc8)",Iop_Add64,64,2,<BV64 0x7fffffffffefc10>,18446744073709551560,0,False,False,0,False,False,0,False,False,None,None,,
0x4004dc,"Sub64(t85,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefbd0>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x4004dc,"Sub64(t25,0x0000000000000080)",Iop_Sub64,64,2,<BV64 0x7fffffffffefbc8>,128,0,False,False,0,False,False,0,False,False,None,None,,
0x400206,"Sub64(t15,0x0000000000000008)",Iop_Sub64,64,2,<BV64 0x7fffffffffefbc8>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x40020a,"Sub64(t4,t3)",Iop_Sub64,64,2,<BV64 0x7fffffffffefbc0>,<BV64 0xe0>,0,False,False,0,False,False,0,False,False,None,None,,
0x400211,"Add64(t18,0xffffffffffffff38)",Iop_Add64,64,2,<BV64 0x7fffffffffefbc0>,18446744073709551416,0,False,False,0,False,False,0,False,False,None,None,,
0x400218,"Add64(t21,0xffffffffffffff30)",Iop_Add64,64,2,<BV64 0x7fffffffffefbc0>,18446744073709551408,0,False,False,0,False,False,0,False,False,None,None,,
0x40021f,"Add64(t24,0xffffffffffffff28)",Iop_Add64,64,2,<BV64 0x7fffffffffefbc0>,18446744073709551400,0,False,False,0,False,False,0,False,False,None,None,,
0x40022f,"Add64(t30,0xfffffffffffffff8)",Iop_Add64,64,2,<BV64 0x7fffffffffefbc0>,18446744073709551608,0,False,False,0,False,False,0,False,False,None,None,,
0x400235,"Add64(t40,0xffffffffffffff4c)",Iop_Add64,64,2,<BV64 0x7fffffffffefbc0>,18446744073709551436,0,False,False,0,False,False,0,False,False,None,None,,
0x40026a,"Add64(t5,0xffffffffffffff4c)",Iop_Add64,64,2,<BV64 0x7fffffffffefbc0>,18446744073709551436,0,False,False,0,False,False,0,False,False,None,None,,
0x400241,"Add64(t25,0xffffffffffffff4c)",Iop_Add64,64,2,<BV64 0x7fffffffffefbc0>,18446744073709551436,0,False,False,0,False,False,0,False,False,None,None,,
0x40024b,"Add64(t10,t9)",Iop_Add64,64,2,<BV64 0x0>,<BV64 0x7fffffffffefbc0>,0,False,False,1,True,False,0,False,False,None,None,,
0x40024e,"Sub64(t11,t12)",Iop_Sub64,64,2,<BV64 0x7fffffffffefbc0>,<BV64 0xb0>,0,False,False,0,False,False,0,False,False,None,None,,
0x40025b,"Add64(t38,0x0000000000000008)",Iop_Add64,64,2,<BV64 0x7fffffffffefb10>,8,0,False,False,0,False,False,0,False,False,None,None,,
0x400263,"Add64(t40,0xffffffffffffff4c)",Iop_Add64,64,2,<BV64 0x7fffffffffefbc0>,18446744073709551436,0,False,False,0,False,False,0,False,False,None,None,,
0x40026a,"Add64(t44,0xffffffffffffff4c)",Iop_Add64,64,2,<BV64 0x7fffffffffefbc0>,18446744073709551436,0,False,False,0,False,False,0,False,False,None,None,,
0x40024b,"Add64(t10,t9)",Iop_Add64,64,2,<BV64 0x10>,<BV64 0x7fffffffffefbc0>,0,False,False,0,False,False,0,False,False,None,None,,
0x40024e,"Sub64(t11,t12)",Iop_Sub64,64,2,<BV64 0x7fffffffffefbd0>,<BV64 0xb0>,0,False,False,0,False,False,0,False,False,None,None,,
